Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2023 Total reported emissions from Onshore Oil & Gas Production ,2022 Total reported emissions from Onshore Oil & Gas Production ,2021 Total reported emissions from Onshore Oil & Gas Production ,2020 Total reported emissions from Onshore Oil & Gas Production ,2019 Total reported emissions from Onshore Oil & Gas Production ,2018 Total reported emissions from Onshore Oil & Gas Production ,2017 Total reported emissions from Onshore Oil & Gas Production ,2016 Total reported emissions from Onshore Oil & Gas Production ,2015 Total reported emissions from Onshore Oil & Gas Production ,2014 Total reported emissions from Onshore Oil & Gas Production ,2013 Total reported emissions from Onshore Oil & Gas Production ,2012 Total reported emissions from Onshore Oil & Gas Production ,2011 Total reported emissions from Onshore Oil & Gas Production ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007487,110000825420,"ConocoPhillips East Texas Basin, AAPG 260",260 - East Texas Basin,Houston,TX,77079,600 N. Dairy Ashford Ave,,29.78754,-95.61767,211111,W-ONSH,,,,,,,,,,96600.78,96463.426,94725.224,96905.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007485,,"ConocoPhillips Gulf Coast Basin 220, Production","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77079,925 N. Eldridge Parkway,,29.78754,-95.61767,211120,W-ONSH,1240595.928,1368603.51,1651069.624,1298812.784,1278132.514,1178086.252,1100549.232,1020084.042,916012.862,1209204.87,1370641.6,1343862.494,979329.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007479,,ConocoPhillips Permian (430),430 - Permian Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02786,-102.09198,211120,W-ONSH,3059482.684,1703376.348,1550640.884,168654.574,301164.344,146202.954,137083.098,97537.498,159435.486,107514.296,85159.458,76610.568,83883.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007481,,ConocoPhillips' Uinta (575),575 - Uinta Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02808,-102.09109,211130,W-ONSH,,65757.25,72270.5,137707.5,157496.8,158006.55,47512,48249.9,49168.2,53791.7,76964.5,235401.2,224023.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007482,,ConocoPhillips' Williston (395),395 - Williston Basin,Houston,TX,77079,925 N. Eldridge Parkway,,32.02808,-102.09109,211120,W-ONSH,1032739.304,573102.124,605478.428,617449.554,1143592.314,731887.68,477769.48,336585.694,981930.144,1006276.414,540127.93,489651.42,194097.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013580,,Contango Basin 360,360 - Anadarko Basin,Oklahoma City,OK,73113,PO Box 13360,,35.472416,-97.516982,211120,W-ONSH,24701.782,31045.574,31556.972,48385.196,51511.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014412,,Contango Basin 430,430 - Permian Basin,Houston,TX,77002,717 Texas Ave Suite 2900,,29.7619033,-95.36429208,211120,W-ONSH,67734.164,66224.114,63076.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014413,,Contango Basin 530,530 - Wind River Basin,Houston,TX,77002,717 Texas Ave Suite 2900,,29.7619033,-95.36429208,211120,W-ONSH,32673.476,36338.326,37209.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007483,,Contango Resources' Wind River (530),530 - Wind River Basin,Tulsa,OK,74119,1717 South Boulder Avenue Suite 900,,32.02808,-102.09109,211130,W-ONSH,,,,34712.846,30912.896,31171.796,33173.646,35815.396,48974.48,82661.886,155754.796,82575.94,64520.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011231,,Cook Inlet Energy Onshore Production,820 - Cook Inlet Basin,Anchorage,AK,99503,188 W Northern Lights Blvd Suite 510,,60.784586,-151.753262,211120,W-ONSH,,,,94.75,104.5,132.4,6045.95,6231.15,44902.582,55684.99,51906,36033.06,29069.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008017,110055512011,Cordillera Energy Partners Anadarko Basin Operations,435 - Palo Duro Basin,Canadian,TX,79014,401 W. Birch St.,HEMPHILL,35.904722,-100.393215,211111,W-ONSH,,,,,,,,,,0,,,167058.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012972,110070209469,"Core Appalachia Operating, LLC- Basin 160",160 - Appalachian Basin,Charleston,WV,25301,414 Summers Street,KANAWHA COUNTY,38.35244,-81.63237,211111,W-ONSH,,,,,,,29338.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010117,,Core Energy Otsego County EOR Operations,305 - Michigan Basin,Gaylord,MI,49735,597 Kubacki Road,,45.033842,-84.511469,211120,"RR (RPT),W-ONSH",40518.304,42395.146,39284.972,29252.354,37569.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008503,,Coterra Energy 160A Appalachian (EOA),160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77024,"Three Memorial City Plaza 840 Gessner Road, Suite 1400",,29.77791,-95.5444,211130,W-ONSH,290471.682,290012.468,212838.058,219638.164,530869.938,428318.536,360368.52,287297.334,321847.042,189410.984,247815.76,901166.626,739900.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012774,110070082492,Covey Park Gas,230 - Arkla Basin,Dallas,TX,75225,"8401 N. Central Expressway, Suite 700",,32.8695051,-96.7895574,211130,W-ONSH,,,,,,402330.514,167945.486,34614.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011936,110067409281,Covey Park Operating,260 - East Texas Basin,Dallas,TX,75225,"8401 N Central Expressway, Suite 700",DALLAS COUNTY,32.86446,-96.77226,211130,W-ONSH,,,,,,60067.594,92200.502,52493.588,99101.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012782,110070082498,Covey Park Resources,260 - East Texas Basin,Dallas,TX,75225,"8401 N. Central Expressway, Suite 700",,32.8695051,-96.7895574,211130,W-ONSH,,,,,,171861.776,181954.62,125236.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008378,,"Crawley Petroleum Corporation, 360 Anadarko Basin",360 - Anadarko Basin,Oklahoma City,OK,73102,"105 North Hudson, Suite 800",,35.46812898,-97.51981802,211120,W-ONSH,137094.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013896,,Crescent Pass 260 East Texas Basin,260 - East Texas Basin,Houston,TX,77070,"9720 Cypresswood Drive, Suite 400",,29.97936272,-95.56417148,211130,W-ONSH,84691.502,231435.446,189307.526,117852.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010521,,Crescent Point Energy Corporation Williston Basin (395) Operations,395 - Williston Basin,Denver,CO,80202,"555 17th Street, Suite 1800",,39.74497,-104.98943,211120,W-ONSH,,98028.142,151302.966,127934.848,259449.474,292911.488,82185.438,50304.142,56044.204,58386.852,87945.098,52917.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008206,110071161477,Crestone Peak - Denver Basin,540 - Denver Basin,Denver,CO,80202,555 17th St. Suite 3700,DENVER COUNTY,39.74497,-104.98943,211120,W-ONSH,,,270717.164,340351.896,409081.072,245945.944,236119.128,273445.752,309755.94,340805.796,236490.928,192872.296,169362.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011387,,Crestone Peak - Denver Basin (Watkins),540 - Denver Basin,Denver,CO,80202,555 17th St. Suite 3700,,39.63789,-104.57387,211120,W-ONSH,,,128180.75,71270.838,68473.208,65962.072,24597.67,13148.352,114807.288,149669.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014431,,"Crimson Energy Partners IV, LLC","220 - Gulf Coast Basin (LA, TX)",Fort Worth,TX,76102,"420 Commerce St., Suite 200",,32.75534218,-97.33093426,211120,W-ONSH,,45219.486,50794.094,35978.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011099,,"Cross Timbers Energy, LLC - Permian Basin 430",430 - Permian Basin,Fort Worth,TX,76102,400 West 7th Street,,32.751734,-97.33255146,211120,W-ONSH,59434.042,26244.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011100,,"Cross Timbers Energy, LLC - San Juan Basin 580",580 - San Juan Basin,Fort Worth,TX,76102,400 West 7th Street,,32.75139,-97.33245,211130,W-ONSH,17887.192,47927.734,46056.18,48732.146,51968.938,52530.738,51607.54,68938.284,69089.978,72486.808,64763.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014339,,Crowheart Energy Green River (535) Basin,535 - Green River Basin,Denver,CO,80202,"1225 17th Street, Suite 2950",,39.7504661,-104.9951495,211120,W-ONSH,464393.234,508938.856,405456.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010186,110014428770,Crown Energy Partners 535 Green River,535 - Green River Basin,Englewood,CO,80112,304 Inverness Way South Suite 125,DOUGLAS COUNTY,39.5835785,-104.8571368,211111,W-ONSH,,,,,,,,,,,,27593.748,29547.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014504,,CrownQuest Operating - Basin 430,430 - Permian Basin,Midland,TX,79705,18 Desta Drive,,32.03381524,-102.0896616,211120,W-ONSH,481236.492,541471.736,496907.366,351349.478,456035.63,267656.246,114725.638,70285.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014909,,"DE IV Operating, LLC",430 - Permian Basin,FORT WORTH,TX,76107,3724 HULEN STREET,,32.72368702,-97.38811804,211120,W-ONSH,415394.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013303,,DE3 Operating LLC - Permian Basin (430) Operations,430 - Permian Basin,Forth Worth,TX,76107,3724 Hulen Street,,32.72390058,-97.38811143,211120,W-ONSH,,,,342710.666,266195.074,71307.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013035,,DGOC 160 Production,160 - Appalachian Basin,Deerfield,OH,44411,1823 State Rt. 14,,41.57896483,-79.90592395,211130,W-ONSH,339894.28,354296.228,412583.726,386934.326,359236.156,339748.948,201504.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012936,,DGOC 160A Production,160A - Appalachian Basin (Eastern Overthrust Area),Jackson Center,PA,16133,101 McQuiston Dr.,,41.2761122,-80.1205256,211130,W-ONSH,459390.562,502954.136,500332.652,482110.362,426015.116,453641.5,656330.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014241,,DGOC 230 Production,230 - Arkla Basin,Minden,LA,71032,13501 Industrial Drive,,32.58256177,-93.25130555,213112,W-ONSH,115765.16,147876.366,166034.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014240,,DGOC 260 East Texas Production,260 - East Texas Basin,Glen Rose,TX,76043,310 Bo Gibbs,,32.24971868,-97.74547009,213112,W-ONSH,103649.828,137925.102,37216.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014326,,DGOC 360 Anadarko Production,360 - Anadarko Basin,Glen Rose,TX,76043,310 Bo Gibbs,,32.24971868,-97.74547009,211130,W-ONSH,464215.08,507244.698,166288.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014327,,DGOC 400 Ouchita Production,400 - Ouachita Folded Belt,Glen Rose,TX,76043,310 Bo Gibbs,,32.24971868,-97.74547009,213112,W-ONSH,63260.606,63524.896,68385.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014225,,DGOC 415 Strawn Production,415 - Strawn Basin,Glen Rose,TX,76043,Bo Gibbs,,32.24927365,-97.75258184,213112,W-ONSH,224174.122,328907.174,357968.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014239,,DGOC 420 Ft Worth Sync Production,420 - Fort Worth Syncline,Glen Rose,TX,76043,310 Bo Gibbs,,32.24971868,-97.74547009,213112,W-ONSH,34135.496,56796.832,51745.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008349,110063978450,DJ Resources Inc - DJ Basin (AAPG Basin Number 540),540 - Denver Basin,Denver,CO,80202,"1600 Broadway, Suite 1960",,44.51884,-109.05642,211111,W-ONSH,,,,,,,,548.548,1892.144,1827.696,32999.654,46589.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008052,,DJR Operating - San Juan Basin Oil and Gas Production,580 - San Juan Basin,Denver,CO,80202,1600 Broadway Suite 1960,,32.91415,-96.74484,211120,W-ONSH,146319.904,154416.888,152115.49,122181.112,125661.742,125264.65,,,,107905.388,106520.954,113064.284,82632.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009717,110005153065,DTE Gas Resources 420 Fort Worth Syncline,420 - Fort Worth Syncline,Fort Worth,TX,76102,"301 Commerce Street, Suite 1800",TARRANT COUNTY,32.75605,-97.33065,211111,W-ONSH,,,,,,,,,,,,,74104.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010164,,Daylight Petroleum LLC (Pintail Acquisition),"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77010,1221 McKinney St. Suite 2875,,30.475434,-93.494409,211120,W-ONSH,60320.16,69175.11,57507.138,44728.422,19712.144,44627.552,23509.65,35374.016,40818.758,80718,2302.8,44437.26,52335.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008942,110055512333,Denbury Onshore LLC 210 Mid-Gulf Coast,210 - Mid-Gulf Coast Basin,Plano,TX,75024,5320 Legacy Drive,COLLIN COUNTY,33.07567,-96.80594,211120,W-ONSH,,,,,,2684.828,7403.95,10723.25,143821.39,198711.694,147258.442,139810.51,735836.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008123,110055512333,Denbury Onshore LLC 220 Gulf Coast,"220 - Gulf Coast Basin (LA, TX)",Plano,TX,75024,5320 Legacy Drive,COLLIN COUNTY,33.07567,-96.80594,211120,W-ONSH,,,,,,8364.616,2280.6,6973.7,112716.382,101542.99,57727.852,31376.892,52666.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008943,110055512333,Denbury Onshore LLC 230 Arkla,230 - Arkla Basin,Plano,TX,75024,5320 Legacy Drive,COLLIN COUNTY,33.07567,-96.80594,211120,W-ONSH,,,,,,1045.084,1861.4,3736.4,25902.248,20496.748,81240.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008617,110055512333,Denbury Onshore LLC 395 Williston,395 - Williston Basin,Plano,TX,75024,5320 Legacy Drive,COLLIN,33.07567,-96.80594,211111,W-ONSH,,,,,,,4344.45,4903.5,13766.754,18996.446,11829.068,25928.14,691484.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011244,110058240023,Denbury Onshore LLC 515 Powder River,515 - Powder River Basin,Plano,TX,75024,5320 Legacy Drive,COLLIN COUNTY,33.07567,-96.80594,211120,W-ONSH,,,,,,2685,1949.45,1245.1,25861.14,9782.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008202,,Denver Basin - AAPG Province 540,540 - Denver Basin,Denver,CO,80202,1099 18th St. #1800,,39.74933,-104.99275,211120,W-ONSH,169304.602,131463.78,161731.414,307089.328,333240.746,437305.758,482511.022,635693.388,606066.17,685654.24,726719.956,219249.822,334310.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009434,,Diamondback E&P LLC,430 - Permian Basin,Midland,TX,79701,500 West Texas Suite 1200,,31.99844,-102.08054,211120,W-ONSH,1757044.196,1619183.812,1252664.894,1192555.846,1852946.158,928585.214,390287.208,174412.542,161757.21,1134747.122,355522.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010294,,Discovery Natural Resources LLC - 430 Permian Basin,430 - Permian Basin,Denver,CO,80202,"410 17th Street, Suite 900",,39.74431,-104.98858,211120,W-ONSH,123284.984,140849.134,132281.522,114619.142,161328.038,139819.868,124131.216,98970.286,99104.984,120503.282,126641.23,57839.3,44571.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008170,,Dominion Energy Wexpro - Central Western Overthrust (Prod),507 - Central Western Overthrust,Salt Lake City,UT,84101,1140 West 200 South,,40.76497,-111.92439,211130,W-ONSH,13354.848,84567.896,86856.646,85250.792,81949.098,71055.144,89712.196,93746.598,97881.246,118699.094,135908.494,128777.644,125767.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008590,,Dominion Energy Wexpro - Green River Basin (Prod),535 - Green River Basin,Salt Lake City,UT,84101,1140 West 200 South,,40.76497,-111.92439,211130,W-ONSH,60780.37,279218.244,269460.472,307622.876,297420.312,297845.164,304129.704,244755.854,230721.282,259601.78,277477.638,288209.148,314409.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008540,,Dugan Production Corp- San Juan Basin,580 - San Juan Basin,Farmington,NM,87401,709 E Murray Drive,,36.71949,-108.19697,211130,W-ONSH,15433.324,34882.58,46111.2,40820.252,24112.248,91094.814,44705.178,57637.69,182458.266,106559.836,159984.846,106215.7,189556.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008598,,"Duncan Oil Properties, Inc. 360 Anadarko Basin",360 - Anadarko Basin,Oklahoma City,OK,73102,"100 Park Ave., Suite 1200",,35.46873,-97.5148,211120,W-ONSH,67551.244,54089.204,53970.794,63705.946,69900.872,73315.53,63123.194,74025.262,68183.886,35028.968,54589.968,68658.1,53327.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010932,,E&B Natural Resources,745 - San Joaquin Basin,Bakersfield,CA,93308,1600 Norris Road,,35.4202,-119.05266,211120,W-ONSH,416269.166,514751.19,473029.144,566680.392,611632.524,526598.802,443244.368,327052.078,236293.318,176864.134,56471.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014693,,"EAV Operator, LLC",160A - Appalachian Basin (Eastern Overthrust Area),New York,NY,10022,510 Madison Avenue,,40.75995641,-73.97465423,211130,W-ONSH,19611.232,43531.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014625,,"EOG Resources, Inc. 160 Appalachian Basin",160 - Appalachian Basin,Houston,TX,77002,1001 Bagby Street,,29.76058723,-95.37045835,211120,W-ONSH,4684.496,2375.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008350,,"EOG Resources, Inc. 160A Appalachian basin (Eastern Overthrust area)",160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.752554,-95.3704009,211120,W-ONSH,27037.12,11380.672,1610.576,,,3477.074,4528.874,14586.45,21978.85,15702.4,23449.474,107029.46,91900.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008394,110034207481,"EOG Resources, Inc. 230 Arkla basin",230 - Arkla Basin,Houston,TX,77002,1111 Bagby St.  Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211111,W-ONSH,,,,,,,,,15321.98,22958.516,14942.594,15098.678,23197.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008128,110034207481,"EOG Resources, Inc. 260 East Texas basin",260 - East Texas Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211111,W-ONSH,,,,,,,,61805.742,68656.24,72400.468,80051.352,68612.286,105319.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008976,,"EOG Resources, Inc. 350 South Oklahoma folded belt",350 - South Oklahoma Folded Belt,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,51275,52697.986,56803.58,58954.832,70489.2,78880.836,107085.972,129452.672,251095.684,324616.29,350242.44,231426.22,140674.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013078,,"EOG Resources, Inc. 355 Chautauqua Platform",355 - Chautauqua Platform,Houston,TX,77002,1111 Bagby Street,,34.95539,-97.5642,211120,W-ONSH,33752.082,15680.436,20862.16,34557.208,91995.46,66598.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008352,,"EOG Resources, Inc. 360 Anadarko basin",360 - Anadarko Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,7710.746,20053.732,72986.916,69564.754,123107.94,149808.824,105339.822,170560.042,212286.332,249479.784,233598.368,122047.446,274656.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008980,,"EOG Resources, Inc. 395 Williston basin",395 - Williston Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,48662.602,30896.806,48442.78,60408.872,196551.932,278427.06,149894.308,176656.692,138796.642,868890.768,669877.022,620002.456,665714.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009246,110034207481,"EOG Resources, Inc. 400 Ouachita folded belt",400 - Ouachita Folded Belt,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211111,W-ONSH,,,,,,,,,15624.832,12462.44,11888.842,35885.158,34144.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008114,110055512306,"EOG Resources, Inc. 415 Strawn basin",415 - Strawn Basin,Houston,TX,77002,1111 Baby St. Sky Lobby 2,HARRIS COUNTY,29.752554,-95.370401,211111,W-ONSH,,,,,,,,,592383.456,579421.184,585196.312,329459.042,289499.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008977,,"EOG Resources, Inc. 420 Fort Worth syncline",420 - Fort Worth Syncline,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,165745.922,141667.916,145689.416,157752.51,173979.892,185317.744,276134.514,320085.3,601767.718,768943.24,807406.676,443352.78,406788.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008978,110034207481,"EOG Resources, Inc. 425 Bend arch",425 - Bend Arch,Houston,TX,77002,1111 Bagby St Sky Lobby 2,HARRIS COUNTY,29.75894,-95.37096,211111,W-ONSH,,,,,,,,47028.358,68228.184,67206.672,70874.814,55321.772,39112.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008351,,"EOG Resources, Inc. 430 Permian basin",430 - Permian Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,650634.368,693157.812,672689.364,577305.328,978795.784,977033.836,800878.54,284272.278,423270.048,319057.33,239747.456,313648.422,190881.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008395,,"EOG Resources, Inc. 507 Central Western Overthrust",507 - Central Western Overthrust,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,,,6510.45,3512.25,4724.95,8576.648,37067.1,46309.15,89860.9,91606.2,98758.7,30713.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008396,,"EOG Resources, Inc. 515 Powder River basin",515 - Powder River Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,143432.754,140757.404,156843.258,123719.666,201030.658,219365.612,77950.828,55568.156,69615.516,58550.456,46085.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008353,,"EOG Resources, Inc. 535 Green River basin",535 - Green River Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,,,11593.796,4876.546,7320.796,9314.694,34863.188,86831.698,145757.85,132495.3,131589,52934.67,34070.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008979,,"EOG Resources, Inc. 540 Denver basin",540 - Denver Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,26517.254,17160.088,16871.492,45174.036,169523.922,106563.054,50384.26,30000.186,44467.042,88002.264,114863.8,199109.524,292785.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008354,,"EOG Resources, Inc. 575 Uinta basin",575 - Uinta Basin,Houston,TX,77002,1111 Bagby St. Sky Lobby 2,,29.75894,-95.37096,211120,W-ONSH,,,51559.094,51200.142,101725.662,224083.398,82107.894,115253.55,587712.798,520362.35,562551.192,197762.198,138863.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014545,,"EOG Resources, Inc. 580 San Juan basin",580 - San Juan Basin,Houston,TX,77002,1001 Bagby Street,,29.76058175,-95.37037959,211120,W-ONSH,,2074.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008219,,"EOG Resources, Inc.220 Gulf Coast basin","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1111 Bagby St, Sky Lobby 2",,29.75894,-95.37096,211120,W-ONSH,329492.42,240937.62,265110.618,306119.356,634498.184,644055.682,888255.674,825985.882,1067979.59,1386171.056,989212.698,935818.72,734526.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008092,,EP Energy E&P 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"945 Bunker Hill Road, Ste 1300",,29.75816,-95.36782,211130,W-ONSH,249350.452,88644.048,141139.028,192659.23,87331.302,361804.994,106435.594,195907.392,219804.24,281002.198,258020.494,336027.806,390542.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008155,110054613539,EP Energy E&P 230 Arkla basin,230 - Arkla Basin,Houston,TX,77002,1001 Louisiana Street,HARRIS COUNTY,29.75816,-95.36782,211111,W-ONSH,,,,,,,,,70917.2,29595.4,61449.85,213568.198,306490.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
